no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status
2,0,1,3,0,45,2018,5,30,0,0,0,80.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,4,0,44,2017,9,16,0,0,0,85.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,14,2018,8,31,0,0,0,124.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,112,2018,8,9,0,0,0,146.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,41,2018,9,2,0,0,0,99.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,25,2018,3,13,0,0,0,63.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,44,2018,6,28,0,0,0,134.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,196,2018,8,4,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,37,2018,3,10,0,0,0,81.9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,70,2017,10,22,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,3,0,31,2018,5,15,0,0,0,95.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,6,0,159,2018,8,3,0,0,0,99.45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,43,2017,10,13,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,215,2018,8,8,0,0,0,96.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,2,0,0,2018,6,13,0,0,0,80.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2,4,0,41,2018,8,28,0,0,0,143.55,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,1,2,2,0,44,2018,4,29,0,0,0,137.14,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,29,2018,12,2,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,275,2018,6,4,0,0,0,62.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,181,2018,10,11,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,18,2018,9,15,0,0,0,139.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,103,2018,11,7,0,0,0,188.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,2018,10,27,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,12,2018,2,23,0,0,0,93.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,1,2018,7,4,0,0,0,139.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,193,2017,10,15,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,95,2018,10,20,0,0,0,132.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,1,0,0,2,2018,5,22,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0,4,2018,1,10,0,0,0,82.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,1,5,2017,12,8,0,0,0,84.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,4,0,174,2018,7,11,0,0,0,90.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,70,2018,6,15,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,131,2018,6,17,0,0,0,105.74,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,175,2018,9,11,0,0,0,152.15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,0,2017,9,22,0,0,0,152.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,116,2018,9,29,0,0,0,113.09,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,76,2018,9,18,0,0,0,102.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,1,2018,3,1,1,3,13,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0,2,3,0,90,2018,12,24,0,0,0,74.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,244,2018,9,29,0,0,0,89.4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,143,2018,9,5,0,0,0,126.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,69,2018,4,27,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,308,2018,11,23,0,0,0,78.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,282,2018,10,29,0,0,0,88.83,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,0,0,146,2018,4,24,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,1,0,51,2018,8,29,0,0,0,181.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,0,1,0,0,11,2018,2,14,0,0,0,127.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,1,0,3,2017,12,21,0,0,0,37.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,155,2018,8,18,0,0,0,118.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,7,2018,8,9,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,174,2017,10,10,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,168,2018,4,22,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,86,2017,9,9,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,3,10,0,1,2017,8,11,0,0,0,106.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,1,0,3,2017,7,11,0,0,0,104.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,53,2018,11,29,0,0,0,77.86,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,26,2017,10,19,0,0,0,77.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,5,2018,8,26,0,0,0,129.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,443,2018,4,29,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,3,0,7,2018,10,27,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,4,0,6,2018,2,24,0,0,0,109.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,0,0,18,2018,6,12,0,0,0,99.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,216,2018,12,4,0,0,0,67.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,1,2,0,165,2018,8,12,0,0,0,146.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,322,2018,12,9,0,0,0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,0,2018,11,30,0,0,0,73.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,197,2018,8,18,0,0,0,112.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,4,0,168,2018,7,26,0,0,0,76.58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,75,2018,7,2,0,0,0,150.3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,3,2018,8,22,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,1,0,103,2017,7,18,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,2,0,226,2018,10,29,0,0,0,70.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,15,2018,9,20,0,0,0,139.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,57,2018,6,10,0,0,0,90.67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2,4,0,6,2018,5,20,0,0,0,197.12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,0,0,1,0,31,2018,2,5,0,0,0,80.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,314,2018,10,12,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,4,0,8,2017,9,9,0,0,0,54.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,14,2017,10,13,0,0,0,131.43,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,41,2018,9,18,0,0,0,80.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,93,2018,10,6,0,0,0,113.4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,124,2018,8,8,0,0,0,114.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,115,2018,10,27,0,0,0,104.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,2,1,0,48,2018,2,27,0,0,0,86.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,5,2017,8,25,0,0,0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,20,2018,9,18,0,0,0,95.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,5,0,32,2018,10,25,0,0,0,85.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,0,2017,8,10,0,0,0,124.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,116,2018,10,29,0,0,0,104.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,2018,11,30,0,0,0,64.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,44,2017,10,15,0,0,0,103.05,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,75,2018,10,22,0,0,0,112.79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,77,2018,6,17,0,0,0,116.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,5,15,0,90,2017,7,7,0,0,0,48.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,2,1,2,0,133,2018,7,25,0,0,0,177.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3,0,0,1,0,10,2018,9,1,0,0,0,124.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,2,0,1,0,25,2018,10,13,0,0,0,229.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,48,2018,3,20,0,0,0,93.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,40,2018,6,26,0,0,0,110.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,3,0,64,2018,9,19,0,0,0,168.3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,171,2018,7,14,0,0,0,105.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,0,2018,2,24,0,0,0,85.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,175,2018,7,15,0,0,0,90.95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,197,2018,8,24,0,0,0,72.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,2,0,1,0,39,2018,8,13,0,0,0,223.76,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0,0,3,0,88,2018,5,3,0,0,0,117.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,1,94,2018,3,9,0,0,0,96.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,320,2018,8,18,0,0,0,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,57,2018,2,8,0,0,0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,309,2018,5,13,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,1,126,2017,7,27,0,0,0,85.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,40,2018,10,11,0,0,0,96.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,1,1,0,267,2018,10,1,0,0,0,115.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,0,2,2,0,56,2017,9,25,0,0,0,185.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,96,2018,3,24,0,0,0,99.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,114,2018,3,11,0,0,0,57.73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,6,2018,10,3,1,0,1,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,1,0,73,2017,12,6,0,0,0,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,2017,9,8,0,0,0,142.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,19,2018,3,4,0,0,0,74.64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,101,2018,8,11,0,0,0,101.18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,5,0,29,2018,3,23,0,0,0,71.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,13,2018,7,8,0,0,0,137.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,3,0,225,2018,12,29,0,0,0,71.91,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,1,2017,9,29,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,2,0,29,2017,11,6,0,0,0,63.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,200,2018,8,26,0,0,0,83.58,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,14,2017,10,15,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,5,0,230,2018,9,6,0,0,0,111.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,126,2018,12,30,0,0,0,139.88,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,18,2018,1,16,0,0,0,89.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,70,2018,4,6,0,0,0,85.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,7,2018,8,23,0,0,0,128.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,118,2018,5,1,0,0,0,107.95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,296,2018,9,21,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,15,2018,3,5,0,0,0,84.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,29,2018,9,25,0,0,0,154.93,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,130,2018,9,29,0,0,0,139.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,290,2018,6,17,0,0,0,72.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,17,2018,10,7,0,0,0,117.04,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,14,2017,10,19,0,0,0,120.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,39,2017,10,23,0,0,0,96.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,122,2018,6,16,0,0,0,116.1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,20,2018,10,3,0,0,0,108.99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,3,0,15,2017,10,29,0,0,0,105.62,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,63,2018,10,24,0,0,0,103.61,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,0,3,0,91,2018,12,8,0,0,0,92.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,3,0,157,2018,12,8,0,0,0,92.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1,2,0,62,2018,3,11,0,0,0,139.05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,151,2018,1,19,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,116,2018,5,31,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2,0,76,2018,6,17,0,0,0,126.9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,30,2018,11,11,0,0,0,87.27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,78,2018,3,25,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,0,0,18,2018,9,4,0,0,0,118.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,253,2018,5,4,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,4,0,196,2018,8,3,0,0,0,80.75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,67,2018,5,27,0,0,0,140.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,63,2018,4,26,0,0,0,80.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,2,1,4,2018,2,12,0,0,0,139.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,133,2018,3,11,0,0,0,42.17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,179,2018,10,28,0,0,0,90.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,1,6,2017,12,7,0,0,0,96.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,61,2018,5,11,0,0,0,116.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,15,2018,4,20,0,0,0,99.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,184,2018,8,13,0,0,0,94.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,3,0,232,2018,11,24,0,0,0,110.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,2,0,4,0,24,2018,12,21,0,0,0,147.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,21,2018,11,28,0,0,0,88.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,0,2017,8,14,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,17,2018,2,22,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,33,2018,9,9,0,0,0,125.1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,65,2018,4,1,0,0,0,90.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,7,2017,11,16,0,0,0,91.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,207,2018,10,4,0,0,0,98.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,67,2018,7,24,0,0,0,105.3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,2018,12,29,1,0,3,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,1,0,60,2018,5,14,0,0,0,198.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,2,0,4,0,215,2018,11,30,0,0,0,67.26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,84,2018,11,18,0,0,0,93.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,5,0,162,2018,12,26,0,0,0,158.56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,58,2018,6,10,0,0,0,158.53,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,5,0,197,2018,8,23,0,0,0,112.32,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,1,0,19,2018,4,27,0,0,0,167.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,10,2018,9,30,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,0,1,0,6,2018,6,30,0,0,0,139.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,2,0,94,2018,4,28,0,0,0,144.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,4,2018,9,26,0,0,0,98.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,4,0,137,2018,11,16,0,0,0,65.45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,128,2018,7,7,0,0,0,103.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,0,0,62,2018,9,4,0,0,0,109.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,145,2018,7,7,0,0,0,114.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,5,0,142,2018,7,12,0,0,0,99.45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,39,2018,1,1,0,0,0,60.97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,1,0,101,2018,8,20,0,0,0,134.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,151,2018,7,9,0,0,0,103.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,2,2017,12,2,1,0,5,74.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,4,0,15,2018,12,28,0,0,0,102.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
